snapshot,bike_id,status,crm,reserved,disabled,timestamp,longitude,latitude
snapshot_132,74d9afc9-f00b-44ff-abed-958a1d8da460,Startoff,15976,False,False,1748815200,10.907271,49.904551
snapshot_132,e383f5f4-4dcf-4572-93ea-34db5eb5fd18,Residential,12032,False,False,1748815200,10.888705,49.895062
snapshot_132,be31d78e-9557-41d5-8aec-0254d02c96b5,Residential,21454,False,False,1748815200,10.892699,49.898097
snapshot_132,7424aff8-0fd6-4082-8e78-909046f2f17e,Residential,10853,False,False,1748815200,10.9005,49.8985
snapshot_132,dca7eece-b5a6-43b7-8ab5-5d51fbb82293,Startoff,13999,False,False,1748815200,10.877039,49.892741
snapshot_132,50b399b5-4869-41ed-a2f2-2afb47cc760b,Residential,17813,False,False,1748815200,10.897014,49.901109
snapshot_132,4cfe5b1d-9120-42d2-a415-d2d737b8ddf5,Residential,18948,False,False,1748815200,10.895,49.903
snapshot_132,1fa1a288-b1d4-49d6-b521-d39b088dcffb,Residential,20230,False,False,1748815200,10.8865,49.8925
snapshot_132,5f51f079-219d-499a-9041-0b8e265573de,Residential,11191,False,False,1748815200,10.875215,49.889246
snapshot_132,faf9a103-f44f-457f-8430-c51ce5bb0b17,Residential,15342,False,False,1748815200,10.8865,49.8925
snapshot_132,b71192c2-339a-4115-b103-178caa433327,Residential,16601,False,False,1748815200,10.9005,49.8985
snapshot_132,e5e5b5f7-ccb1-4f47-8da2-1e9aedcbf079,Residential,20465,False,False,1748815200,10.905527,49.901516
snapshot_132,5c66620d-81d5-4571-86d6-9453067a356e,Residential,15027,False,False,1748815200,10.885509,49.895235
snapshot_132,790402cf-2784-4a7a-b415-0a30c6fd6934,Residential,17777,False,False,1748815200,10.909573,49.903944
snapshot_132,2348e430-aa6a-4651-ae5e-c389d5f22fec,Residential,17282,False,False,1748815200,10.894864,49.902762
snapshot_132,b856a03a-18b3-42b6-88a7-6b5f55f324d7,Residential,15079,False,False,1748815200,10.896688,49.896866
snapshot_132,5707d84d-acda-45ec-853b-fa8a685bd9a8,Residential,6934,False,False,1748815200,10.873159,49.885089
snapshot_132,6a4f2c26-2b8c-4854-b7ea-eead027e7c64,Residential,13098,False,False,1748815200,10.893502,49.900222
snapshot_132,2ba26012-aefb-44a1-85d4-fb7dea1971d3,Residential,16318,False,False,1748815200,10.895,49.903
snapshot_132,78e8e285-439a-41df-942c-6c96fc9eeb7c,Residential,19548,False,False,1748815200,10.907056,49.902808
snapshot_132,bd961b0a-bee5-49ab-a78f-87d6b03ba6fe,Residential,11690,False,False,1748815200,10.892651,49.898251
snapshot_132,0dee6ae4-643d-4a91-b1a5-2d673585d57a,Residential,15607,False,False,1748815200,10.886808,49.892632
snapshot_132,7cd0e04a-2ca0-4450-bf72-21f4653a853a,Residential,18873,False,False,1748815200,10.896136,49.897262
snapshot_132,5dd8aa8b-6372-41ac-a8bf-e9b7a680a2bb,Residential,13433,False,False,1748815200,10.883014,49.898131
snapshot_132,9bb437ea-8b80-48ae-b81d-6cc80ad23d0d,Residential,18055,False,False,1748815200,10.892748,49.898365
snapshot_132,aa3e95d2-647d-4ccb-8379-546b41c5a70b,Residential,18756,False,False,1748815200,10.895,49.903
snapshot_132,74277311-9533-4bd5-8ce5-0e0006472f73,Dropoff,15616,False,False,1748815200,10.89613,49.897919
snapshot_132,4745941c-4cea-4ca2-902d-fd7bf732cdf9,Residential,8121,False,False,1748815200,10.879967,49.896893
snapshot_132,439c636c-588e-4826-933d-7b9741fe26ee,Residential,12369,False,False,1748815200,10.893576,49.895397
snapshot_132,c9c7712d-8396-48a6-a35a-035176663716,Residential,12459,False,False,1748815200,10.897978,49.899785
snapshot_132,c7caed71-dfb7-4933-aaf6-fde862304ef3,Residential,7433,False,False,1748815200,10.903337,49.902017
