snapshot,bike_id,status,crm,reserved,disabled,timestamp,longitude,latitude
snapshot_113,74d9afc9-f00b-44ff-abed-958a1d8da460,Residential,15976,False,False,1748803800,10.907271,49.904551
snapshot_113,115224b0-8a1a-4846-b93a-df98ba890751,Residential,12461,False,False,1748803800,10.884151,49.893735
snapshot_113,be31d78e-9557-41d5-8aec-0254d02c96b5,Residential,21454,False,False,1748803800,10.892699,49.898097
snapshot_113,7424aff8-0fd6-4082-8e78-909046f2f17e,Residential,10853,False,False,1748803800,10.9005,49.8985
snapshot_113,14fa9145-7c0f-4c32-a509-e35456b83e60,Residential,14473,False,False,1748803800,10.875277,49.889365
snapshot_113,50b399b5-4869-41ed-a2f2-2afb47cc760b,Residential,17813,False,False,1748803800,10.897014,49.901109
snapshot_113,6060b9d8-68de-4a39-b36d-f63bb19567e7,Residential,20116,False,False,1748803800,10.902568,49.900159
snapshot_113,745d24aa-122f-4e19-85e2-d92ae3e6d467,Residential,21078,False,False,1748803800,10.884491,49.898731
snapshot_113,5f51f079-219d-499a-9041-0b8e265573de,Residential,11191,False,False,1748803800,10.875215,49.889246
snapshot_113,faf9a103-f44f-457f-8430-c51ce5bb0b17,Residential,15342,False,False,1748803800,10.8865,49.8925
snapshot_113,77598cbf-5eae-442b-92fa-49b02a5c26c9,Residential,13519,False,False,1748803800,10.874873,49.888589
snapshot_113,790402cf-2784-4a7a-b415-0a30c6fd6934,Residential,17777,False,False,1748803800,10.909573,49.903944
snapshot_113,df5c49de-aa96-4877-adb7-ca183238c18b,Residential,18564,False,False,1748803800,10.889718,49.893728
snapshot_113,b856a03a-18b3-42b6-88a7-6b5f55f324d7,Residential,15079,False,False,1748803800,10.896688,49.896866
snapshot_113,a0074f20-0b4f-471b-be5b-fc5706376fd1,Residential,8447,False,False,1748803800,10.8865,49.8925
snapshot_113,3a1ea314-0787-4751-8002-cffcba60bae4,Residential,13889,False,False,1748803800,10.890478,49.894615
snapshot_113,96c5cde7-8b4e-43b0-9107-640468bd63f1,Residential,16090,False,False,1748803800,10.883815,49.892483
snapshot_113,e2746708-688f-43e8-8de4-010951964f31,Residential,10549,False,False,1748803800,10.9005,49.8985
snapshot_113,8f0dfeb6-1ca9-48cd-a4d4-aeee12c9e23b,Residential,20690,False,False,1748803800,10.899431,49.898795
snapshot_113,2f5402e1-8e20-44de-976b-53b9de3419fd,Residential,17401,False,False,1748803800,10.885397,49.897725
snapshot_113,78e8e285-439a-41df-942c-6c96fc9eeb7c,Residential,19548,False,False,1748803800,10.907056,49.902808
snapshot_113,bd961b0a-bee5-49ab-a78f-87d6b03ba6fe,Residential,11690,False,False,1748803800,10.892651,49.898251
snapshot_113,2534d179-f609-4652-bfe0-59e318835622,Residential,17018,False,False,1748803800,10.9005,49.8985
snapshot_113,caeeb568-01dc-4b91-bb78-b61a0d699e5f,Residential,13459,False,False,1748803800,10.881414,49.897274
snapshot_113,379d0502-6462-4bc1-a1d9-363932a91a88,Residential,14371,False,False,1748803800,10.899044,49.899071
snapshot_113,5dd8aa8b-6372-41ac-a8bf-e9b7a680a2bb,Residential,13433,False,False,1748803800,10.883014,49.898131
snapshot_113,c41d226d-bbe2-495b-b039-560337196861,Residential,18779,False,False,1748803800,10.900999,49.899484
snapshot_113,92d0b10a-2cdf-492c-badd-ae11dfc5f6a8,Residential,20158,False,False,1748803800,10.887156,49.893763
snapshot_113,fb2e8573-981a-4b54-a551-72fa95d019bd,Residential,16383,False,False,1748803800,10.887366,49.896754
snapshot_113,439c636c-588e-4826-933d-7b9741fe26ee,Residential,12369,False,False,1748803800,10.893576,49.895397
snapshot_113,00a1f91d-42fc-40d1-8a1f-8dbe15710661,Residential,13153,False,False,1748803800,10.8914,49.896757
snapshot_113,0dab85ed-4982-4a65-b71d-4f01ce311c4d,Residential,8339,False,False,1748803800,10.894849,49.897974
snapshot_113,571dc548-7cc1-4097-ac9e-09feadb9c37e,Residential,19275,False,False,1748803800,10.883193,49.890004
snapshot_113,67a6a777-ac4b-433a-b0dd-af4fc319d479,Residential,18095,False,False,1748803800,10.888727,49.897405
snapshot_113,efbb55cc-279a-4f5d-afc8-b86645c75094,Residential,16055,False,False,1748803800,10.896038,49.902752
snapshot_113,d0e58a06-29df-4389-9a39-96ddbaff015b,Residential,15239,False,False,1748803800,10.879,49.8965
snapshot_113,43408fd0-0e18-4816-90cf-72464d7da9f4,Residential,9637,False,False,1748803800,10.897538,49.897702
snapshot_113,68576306-50af-448e-a479-15cb746876d1,Residential,16393,False,False,1748803800,10.9005,49.8985
snapshot_113,d904285d-f767-48bd-bbb1-f3470d404376,Residential,20051,False,False,1748803800,10.877483,49.88749
snapshot_113,c5d73f0c-91ba-442a-b5ac-b88d61025701,Residential,16700,False,False,1748803800,10.882599,49.890249
snapshot_113,878ce8c1-4827-42bd-ba32-bd5c837cebc4,Residential,14395,False,False,1748803800,10.886982,49.899743
snapshot_113,45163b0d-781b-4f96-a145-ad6c6edba99a,Residential,11325,False,False,1748803800,10.895,49.903
snapshot_113,aa2bdfb8-6241-4905-afcc-02c40e6b2709,Residential,20158,False,False,1748803800,10.879216,49.896356
snapshot_113,b996f32e-83cb-47e3-8f15-062357fbeab4,Residential,17747,False,False,1748803800,10.895,49.903
snapshot_113,b114febe-0e10-4b45-a66c-8fd027950dc0,Residential,16987,False,False,1748803800,10.894909,49.896104
snapshot_113,e11f6538-e949-407b-94a3-fd5743f5216e,Residential,14432,False,False,1748803800,10.89251,49.901988
snapshot_113,2701563f-ea6a-4ab4-b083-7e5cd67b6eab,Residential,11590,False,False,1748803800,10.887219,49.896634
snapshot_113,4ac1db55-ae8c-4fa7-802d-2b52d8db4d8b,Residential,12558,False,False,1748803800,10.888813,49.898436
snapshot_113,3b20db78-ad1c-46cc-b585-9923505ac593,Residential,22110,False,False,1748803800,10.909817,49.904636
snapshot_113,75bb4b5a-1fbe-48c5-a66a-60ad20942fbc,Residential,18467,False,False,1748803800,10.887085,49.893798
snapshot_113,2e6e0141-9d33-4103-8941-65c15ff0a137,Residential,17432,False,False,1748803800,10.9005,49.8985
snapshot_113,fd74aca6-5d40-4913-be5b-dda3b726f1fd,Residential,19000,False,False,1748803800,10.873,49.885
snapshot_113,6d281730-74e4-42dd-9b46-0bb4c648094f,Residential,16827,False,False,1748803800,10.882996,49.896547
snapshot_113,fa5f90b1-19ce-4eef-a0fd-60795ff583a5,Residential,13738,False,False,1748803800,10.878107,49.887837
snapshot_113,de7d77bc-018e-40ff-bf63-ff083e346e82,Startoff,11680,False,False,1748803800,10.897303,49.898614
snapshot_113,c6dd89e9-1c3d-48c2-bbf1-06933bebdf84,Residential,11785,False,False,1748803800,10.884366,49.895764
snapshot_113,a9c719b5-b0e6-487d-98f5-71b65d81252f,Residential,10410,False,False,1748803800,10.8865,49.8925
snapshot_113,68a2322a-d91c-4c9a-b1a0-663d0b6cb614,Residential,15258,False,False,1748803800,10.909086,49.903697
snapshot_113,d650f294-61e8-4893-b7f3-ad93e769a862,Residential,21646,False,False,1748803800,10.9005,49.8985
snapshot_113,498f5f13-b482-4611-bd8f-e04cdb49e6d0,Residential,18878,False,False,1748803800,10.887832,49.897135
snapshot_113,1f3b4d18-9ac5-4b82-9329-1c0e84756dc7,Residential,13881,False,False,1748803800,10.878249,49.890919
snapshot_113,e9244a84-259d-491e-b755-901accab60a9,Residential,16676,False,False,1748803800,10.900507,49.901903
snapshot_113,c99f5759-6c6b-43e2-9453-a75c0c10e7d0,Residential,11293,False,False,1748803800,10.901601,49.904722
snapshot_113,0150548d-ac9f-4315-a879-106bcf278b99,Residential,12372,False,False,1748803800,10.895,49.903
snapshot_113,468bc8c5-5fc0-4fa5-8924-2ec21e4955af,Residential,13758,False,False,1748803800,10.888354,49.893301
snapshot_113,e2ba819d-7e9a-4d15-9437-367e37f6a3dd,Residential,17693,False,False,1748803800,10.896334,49.898129
snapshot_113,7396701b-bd68-4853-85e6-699e46230079,Startoff,13249,False,False,1748803800,10.878141,49.889994
snapshot_113,68eacce9-840a-4291-b80d-2624d70c94bf,Residential,18758,False,False,1748803800,10.890068,49.89753
snapshot_113,9883b6da-8228-4e06-859b-ee12f03d1dae,Residential,19008,False,False,1748803800,10.886282,49.897177
snapshot_113,17b22623-c741-4f2d-8b7b-ec915d88c157,Residential,18872,False,False,1748803800,10.885843,49.893427
snapshot_113,1d4a8e0a-a83c-4de1-9c6f-e77789f8e570,Residential,16971,False,False,1748803800,10.879331,49.888968
snapshot_113,8f646f7b-e266-45de-b623-7996ca2cd7fa,Residential,10348,False,False,1748803800,10.894998,49.896743
snapshot_113,333da929-b477-4016-8145-2957d3d9e90a,Dropoff,18612,False,False,1748803800,10.87676,49.887199
snapshot_113,95c812aa-8da2-4157-9d5d-4f941a94298d,Residential,22017,False,False,1748803800,10.893363,49.900926
snapshot_113,3f6ac89b-dfbb-462a-86ed-64443841ab09,Residential,13614,False,False,1748803800,10.90094,49.899708
snapshot_113,cd8008e0-d6a3-4acf-a0e0-9f1833d6b47f,Residential,13710,False,False,1748803800,10.899279,49.902206
snapshot_113,0e959c12-9e16-4b4d-aa21-bf788ded01e6,Residential,9024,False,False,1748803800,10.895046,49.898713
snapshot_113,db2f0856-d3d5-401a-a5c1-0ed427c38b2b,Residential,11331,False,False,1748803800,10.895,49.903
snapshot_113,ca07cb59-aa15-4e7a-bee7-1ea5d3e688e9,Residential,20471,False,False,1748803800,10.887681,49.895506
snapshot_113,99f69f99-23ec-464e-8d23-6a7c0d271274,Residential,14192,False,False,1748803800,10.886455,49.894329
snapshot_113,76c76623-6665-464f-979b-715dbb2810f9,Residential,13516,False,False,1748803800,10.887366,49.897305
snapshot_113,e6f3c532-cc42-4b0e-977b-60f7fe06dd19,Residential,21288,False,False,1748803800,10.878062,49.888365
snapshot_113,1fe9ad52-abde-4e05-92bf-1fc4962d70d7,Residential,12212,False,False,1748803800,10.885998,49.897756
snapshot_113,b745fe43-548f-4a5e-9680-c7267d2d68a2,Residential,17573,False,False,1748803800,10.884638,49.890852
snapshot_113,07712232-9fe2-451e-b737-c3e79152ea57,Residential,15121,False,False,1748803800,10.892002,49.899304
snapshot_113,070f16f3-5416-423c-b9c1-6ef8adf05098,Dropoff,13498,False,False,1748803800,10.889768,49.899941
snapshot_113,9f6a577d-8387-437c-836f-7b97e04ed321,Residential,13895,False,False,1748803800,10.9005,49.8985
snapshot_113,18cbf659-09e6-462e-a1df-dceaeffe773d,Dropoff,19210,False,False,1748803800,10.902371,49.902819
snapshot_113,a927b2a3-72b3-4a9c-8448-609694271bd1,Residential,14027,False,False,1748803800,10.8865,49.8925
snapshot_113,74454825-358d-4dac-8044-2a2d05f7c40a,Residential,11974,False,False,1748803800,10.879,49.8965
snapshot_113,516715ba-0046-4320-9d04-c813f932164d,Residential,17789,False,False,1748803800,10.8865,49.8925
snapshot_113,f3363899-feb6-44a3-b8fd-237965b4fc8e,Residential,19102,False,False,1748803800,10.879319,49.89663
snapshot_113,55cb4750-8c66-4c52-9615-8bf7222dbe7c,Residential,19966,False,False,1748803800,10.879,49.8965
snapshot_113,1a65decb-32a8-4e25-8aba-800c2af108a0,Residential,20296,False,False,1748803800,10.902922,49.903974
snapshot_113,e95e7200-461d-41c3-8912-cc8b6d172027,Residential,12599,False,False,1748803800,10.89337,49.897837
snapshot_113,0c75af37-62e2-40f6-8ea1-d40590499685,Residential,10381,False,False,1748803800,10.881638,49.890315
snapshot_113,10b39758-8030-4deb-aff1-0dedeb47f1ca,Residential,17341,False,False,1748803800,10.90916,49.904084
snapshot_113,fe779114-e432-47d5-b06c-dc23c4f9a0fa,Residential,14524,False,False,1748803800,10.880935,49.889453
snapshot_113,03c3c54f-a6da-4eb5-9f7b-477725c07775,Residential,11145,False,False,1748803800,10.885157,49.894998
snapshot_113,38471def-2248-4488-937f-18e503b938bc,Residential,16150,False,False,1748803800,10.898914,49.89782
snapshot_113,5733aed8-d39a-415b-891d-eaad18f12e92,Residential,11620,False,False,1748803800,10.9005,49.8985
snapshot_113,cabc196d-e123-496f-9afa-9c6ff435fbac,Residential,15205,False,False,1748803800,10.892878,49.899767
snapshot_113,7d4e7abd-f614-41d7-a9a7-78ed0c88ea2c,Residential,13125,False,False,1748803800,10.9005,49.8985
snapshot_113,96050e4f-9091-4b1d-b6c5-f81a702c7764,Residential,19876,False,False,1748803800,10.88905,49.898132
snapshot_113,dd2567ee-4f36-4569-bf99-bc1455f74750,Residential,20369,False,False,1748803800,10.895,49.903
snapshot_113,83bd3956-4619-488b-bd3a-88d1f5eb180e,Residential,14509,False,False,1748803800,10.8865,49.8925
snapshot_113,cd9efc30-3e14-42a0-94c3-58661b24533d,Residential,14986,False,False,1748803800,10.895524,49.898103
snapshot_113,ffb73aaf-12ea-454d-88fc-da004ea74941,Residential,19931,False,False,1748803800,10.895,49.903
snapshot_113,b119a172-b071-4a19-837a-f3892c0fcf53,Residential,17532,False,False,1748803800,10.872613,49.883785
