snapshot,bike_id,status,crm,reserved,disabled,timestamp,longitude,latitude
snapshot_125,74d9afc9-f00b-44ff-abed-958a1d8da460,Residential,15976,False,False,1748811000,10.907271,49.904551
snapshot_125,be31d78e-9557-41d5-8aec-0254d02c96b5,Residential,21454,False,False,1748811000,10.892699,49.898097
snapshot_125,7424aff8-0fd6-4082-8e78-909046f2f17e,Residential,10853,False,False,1748811000,10.9005,49.8985
snapshot_125,dca7eece-b5a6-43b7-8ab5-5d51fbb82293,Residential,13999,False,False,1748811000,10.877039,49.892741
snapshot_125,50b399b5-4869-41ed-a2f2-2afb47cc760b,Residential,17813,False,False,1748811000,10.897014,49.901109
snapshot_125,5f51f079-219d-499a-9041-0b8e265573de,Residential,11191,False,False,1748811000,10.875215,49.889246
snapshot_125,faf9a103-f44f-457f-8430-c51ce5bb0b17,Residential,15342,False,False,1748811000,10.8865,49.8925
snapshot_125,b71192c2-339a-4115-b103-178caa433327,Residential,16601,False,False,1748811000,10.9005,49.8985
snapshot_125,73e7f3d8-e2dd-495a-8b46-ec4b4aa5d1f4,Residential,12241,False,False,1748811000,10.883606,49.892973
snapshot_125,027599bb-60ad-4d58-963e-6d1acf584e8f,Startoff,21055,False,False,1748811000,10.9005,49.8985
snapshot_125,5c66620d-81d5-4571-86d6-9453067a356e,Residential,15027,False,False,1748811000,10.885509,49.895235
snapshot_125,790402cf-2784-4a7a-b415-0a30c6fd6934,Residential,17777,False,False,1748811000,10.909573,49.903944
snapshot_125,2348e430-aa6a-4651-ae5e-c389d5f22fec,Residential,17282,False,False,1748811000,10.894864,49.902762
snapshot_125,75841c57-8533-4981-9962-828e47805d1f,Residential,11539,False,False,1748811000,10.885329,49.89686
snapshot_125,b856a03a-18b3-42b6-88a7-6b5f55f324d7,Residential,15079,False,False,1748811000,10.896688,49.896866
snapshot_125,a0074f20-0b4f-471b-be5b-fc5706376fd1,Startoff,8447,False,False,1748811000,10.8865,49.8925
snapshot_125,96c5cde7-8b4e-43b0-9107-640468bd63f1,Residential,16090,False,False,1748811000,10.883815,49.892483
snapshot_125,e2746708-688f-43e8-8de4-010951964f31,Residential,10549,False,False,1748811000,10.9005,49.8985
snapshot_125,8f0dfeb6-1ca9-48cd-a4d4-aeee12c9e23b,Residential,20690,False,False,1748811000,10.899431,49.898795
snapshot_125,78e8e285-439a-41df-942c-6c96fc9eeb7c,Residential,19548,False,False,1748811000,10.907056,49.902808
snapshot_125,bd961b0a-bee5-49ab-a78f-87d6b03ba6fe,Residential,11690,False,False,1748811000,10.892651,49.898251
snapshot_125,b57af745-bbe5-47a1-b69a-48385ee006d4,Residential,12687,False,False,1748811000,10.8865,49.8925
snapshot_125,379d0502-6462-4bc1-a1d9-363932a91a88,Residential,14371,False,False,1748811000,10.899044,49.899071
snapshot_125,7cd0e04a-2ca0-4450-bf72-21f4653a853a,Residential,18873,False,False,1748811000,10.896136,49.897262
snapshot_125,5dd8aa8b-6372-41ac-a8bf-e9b7a680a2bb,Residential,13433,False,False,1748811000,10.883014,49.898131
snapshot_125,9bb437ea-8b80-48ae-b81d-6cc80ad23d0d,Residential,18055,False,False,1748811000,10.892748,49.898365
snapshot_125,fb2e8573-981a-4b54-a551-72fa95d019bd,Residential,16383,False,False,1748811000,10.887366,49.896754
snapshot_125,4745941c-4cea-4ca2-902d-fd7bf732cdf9,Residential,8121,False,False,1748811000,10.879967,49.896893
snapshot_125,439c636c-588e-4826-933d-7b9741fe26ee,Residential,12369,False,False,1748811000,10.893576,49.895397
snapshot_125,0dab85ed-4982-4a65-b71d-4f01ce311c4d,Startoff,8339,False,False,1748811000,10.894849,49.897974
snapshot_125,571dc548-7cc1-4097-ac9e-09feadb9c37e,Residential,19275,False,False,1748811000,10.883193,49.890004
snapshot_125,67a6a777-ac4b-433a-b0dd-af4fc319d479,Residential,18095,False,False,1748811000,10.888727,49.897405
snapshot_125,39cbb5a5-11f9-4a90-8a65-621b2a214df6,Startoff,13934,False,False,1748811000,10.895,49.903
snapshot_125,303c9e75-4011-48b3-b39e-a7fc1f5aec22,Residential,15523,False,False,1748811000,10.890652,49.900776
snapshot_125,d0e58a06-29df-4389-9a39-96ddbaff015b,Residential,15239,False,False,1748811000,10.879,49.8965
snapshot_125,2504850b-8b12-4b28-bb71-356ba6081fa6,Startoff,9168,False,False,1748811000,10.895928,49.901062
snapshot_125,68576306-50af-448e-a479-15cb746876d1,Residential,16393,False,False,1748811000,10.9005,49.8985
snapshot_125,6bb61e26-0208-4a2c-a480-6ad28e9689d8,Residential,19407,False,False,1748811000,10.881893,49.891396
